id_captura,fecha,id_cliente,especie,peso,articulo_usado,zona
CAP-4534,2024-09-08,C123,Marlin Blanco,38.24,A0027,Ria
CAP-4535,2024-09-14,C123,Bonito del Norte,11.57,A0027,Playa
CAP-4536,2024-10-28,C165,Denton,6.43,A0032,Alta Mar
CAP-4537,2024-11-25,C165,Denton,4.72,A0032,Alta Mar
CAP-4538,2024-09-15,C239,Marlin Blanco,38.7,A0027,Espigon
CAP-4539,2024-09-11,C239,Marlin Blanco,46.25,A0027,Alta Mar
CAP-4540,2024-03-22,C005,Mero,10.73,A0032,Playa
CAP-4541,2024-07-09,C036,Cabrilla,1.51,A0030,Playa
CAP-4542,2024-07-01,C209,Lubina,4.84,A0016,Alta Mar
CAP-4543,2024-06-28,C146,Llampuga,6.43,A0027,Espigon
CAP-4544,2024-07-13,C146,Llampuga,9.22,A0027,Alta Mar
CAP-4545,2024-07-10,C146,Llampuga,4.41,A0027,Alta Mar
CAP-4546,2024-07-02,C092,Llampuga,4.47,A0026,Alta Mar
CAP-4547,2024-07-03,C092,Bonito del Norte,9.52,A0026,Playa
CAP-4548,2024-12-27,C202,Calamar,1.02,A0001,Playa
CAP-4549,2024-09-09,C181,Cabrilla,1.54,A0030,Ria
CAP-4550,2024-09-15,C181,Cabrilla,1.47,A0030,Ria
CAP-4551,2024-10-08,C181,Sama,5.12,A0030,Playa
CAP-4552,2024-02-05,C269,Serviola,1.48,A0033,Espigon
CAP-4553,2024-02-08,C269,Serviola,1.54,A0033,Espigon
CAP-4554,2024-06-30,C140,Melva,0.56,A0027,Alta Mar
CAP-4555,2024-07-17,C140,Bonito del Norte,14.31,A0027,Ria
CAP-4556,2024-07-13,C140,Bacoreta,1.34,A0027,Espigon
CAP-4557,2024-12-27,C174,Espeton,1.89,A0017,Espigon
CAP-4558,2024-12-28,C174,Lubina,1.0,A0017,Ria
CAP-4559,2025-01-19,C174,Lubina,0.78,A0017,Alta Mar
CAP-4560,2024-10-10,C034,Sama,3.56,A0030,Espigon
CAP-4561,2024-07-08,C204,Lubina,3.73,A0016,Espigon
CAP-4562,2024-05-02,C248,Jurel,1.61,A0016,Espigon
CAP-4563,2024-08-22,C287,Melva,1.02,A0027,Espigon
CAP-4564,2024-08-24,C287,Bonito del Norte,6.02,A0027,Playa
CAP-4565,2024-07-02,C241,Jurel,1.22,A0012,Alta Mar
CAP-4566,2024-06-21,C241,Espeton,1.46,A0012,Alta Mar
CAP-4567,2024-10-31,C221,Pargo,1.17,A0031,Ria
CAP-4568,2024-02-18,C211,Calamar,1.48,A0001,Playa
CAP-4569,2024-01-22,C211,Calamar,1.29,A0001,Alta Mar
CAP-4570,2024-02-03,C211,Calamar,0.39,A0001,Ria
CAP-4571,2024-01-31,C211,Pulpo,4.41,A0001,Playa
CAP-4572,2024-02-08,C211,Calamar,0.67,A0001,Espigon
CAP-4573,2024-02-25,C211,Calamar,0.25,A0001,Espigon
CAP-4574,2024-03-15,C211,Calamar,0.79,A0001,Playa
CAP-4575,2024-07-07,C123,Llampuga,2.9,A0026,Alta Mar
CAP-4576,2024-03-17,C251,Serviola,0.52,A0033,Espigon
CAP-4577,2024-03-19,C251,Denton,3.61,A0033,Ria
CAP-4578,2025-01-01,C089,Lubina,4.48,A0012,Alta Mar
CAP-4579,2024-10-13,C099,Cabrilla,0.67,A0031,Ria
CAP-4580,2024-10-29,C248,Lubina,1.12,A0014,Espigon
CAP-4581,2024-11-21,C248,Lubina,3.73,A0014,Alta Mar
CAP-4582,2024-09-06,C065,Bonito del Norte,9.8,A0027,Alta Mar
CAP-4583,2024-09-10,C065,Bonito del Norte,14.42,A0027,Espigon
CAP-4584,2024-08-31,C044,Lubina,2.8,A0011,Espigon
CAP-4585,2024-08-20,C044,Jurel,1.3,A0011,Espigon
CAP-4586,2024-08-31,C044,Baila,1.32,A0011,Espigon
CAP-4587,2024-08-31,C044,Anjova,6.63,A0011,Ria
CAP-4588,2024-03-13,C075,Serviola,1.0,A0032,Ria
CAP-4589,2024-03-13,C191,Herrera,0.29,A0021,Playa
CAP-4590,2024-03-16,C191,Mabra,1.07,A0021,Playa
CAP-4591,2024-03-23,C191,Mabra,1.69,A0021,Alta Mar
CAP-4592,2024-03-26,C191,Dorada,1.13,A0021,Playa
CAP-4593,2024-03-12,C191,Dorada,1.06,A0021,Espigon
CAP-4594,2024-03-31,C191,Dorada,0.32,A0021,Ria
CAP-4595,2024-04-18,C191,Dorada,0.62,A0021,Ria
CAP-4596,2024-07-07,C071,Llampuga,3.74,A0028,Alta Mar
CAP-4597,2024-07-10,C071,Marlin Blanco,25.17,A0028,Playa
CAP-4598,2025-01-14,C082,Cabrilla,1.52,A0031,Playa
CAP-4599,2024-02-12,C277,Lubina,4.89,A0018,Playa
CAP-4600,2024-02-26,C277,Jurel,1.12,A0018,Playa
CAP-4601,2024-03-05,C277,Anjova,6.13,A0018,Ria
CAP-4602,2024-09-27,C152,Serviola,1.48,A0032,Playa
CAP-4603,2024-09-12,C152,Denton,3.48,A0032,Playa
CAP-4604,2024-03-23,C225,Sama,5.29,A0030,Espigon
CAP-4605,2024-03-15,C225,Pargo,1.36,A0030,Ria
CAP-4606,2024-03-23,C225,Cabrilla,0.51,A0030,Ria
CAP-4607,2024-04-03,C073,Herrera,0.65,A0021,Espigon
CAP-4608,2024-04-11,C073,Herrera,0.48,A0021,Espigon
CAP-4609,2024-03-16,C112,Sama,2.43,A0031,Alta Mar
CAP-4610,2024-08-28,C243,Cabrilla,1.88,A0031,Espigon
CAP-4611,2024-08-31,C243,Cabrilla,1.42,A0031,Alta Mar
CAP-4612,2024-01-31,C104,Serviola,1.94,A0033,Espigon
CAP-4613,2024-02-20,C104,Serviola,0.8,A0033,Ria
CAP-4614,2024-10-10,C148,Serviola,1.61,A0033,Espigon
CAP-4615,2024-10-27,C148,Denton,5.35,A0033,Alta Mar
CAP-4616,2024-12-02,C059,Sepia,0.32,A0007,Playa
CAP-4617,2024-11-19,C059,Sepia,1.88,A0007,Ria
CAP-4618,2024-02-23,C282,Anjova,4.36,A0011,Alta Mar
CAP-4619,2024-02-29,C282,Palometon,14.43,A0011,Ria
CAP-4620,2024-06-13,C180,Anjova,5.74,A0017,Espigon
CAP-4621,2024-04-29,C007,San Pedro,2.04,A0031,Alta Mar
CAP-4622,2024-05-15,C007,San Pedro,2.23,A0031,Espigon
CAP-4623,2024-04-21,C161,Mero,3.31,A0030,Espigon
CAP-4624,2024-11-24,C058,Serviola,1.53,A0033,Alta Mar
CAP-4625,2024-12-07,C058,Mero,12.14,A0033,Alta Mar
CAP-4626,2025-01-13,C298,Sepia,1.04,A0003,Ria
CAP-4627,2024-12-24,C298,Sepia,1.36,A0003,Ria
CAP-4628,2025-01-13,C298,Sepia,0.86,A0003,Espigon
CAP-4629,2024-08-04,C009,Denton,2.19,A0032,Espigon
CAP-4630,2024-08-13,C009,Denton,5.37,A0032,Alta Mar
CAP-4631,2024-04-20,C198,Serviola,1.35,A0033,Playa
CAP-4632,2024-04-03,C209,Palometon,5.13,A0012,Alta Mar
CAP-4633,2024-04-16,C209,Lubina,2.85,A0012,Espigon
CAP-4634,2024-10-04,C250,Bonito del Norte,7.52,A0026,Espigon
CAP-4635,2024-10-18,C250,Bonito del Norte,5.71,A0026,Ria
CAP-4636,2024-01-31,C182,Denton,3.85,A0031,Espigon
CAP-4637,2024-12-15,C082,Cabrilla,1.63,A0030,Ria
CAP-4638,2025-01-06,C082,Cabrilla,1.56,A0030,Ria
CAP-4639,2024-06-14,C179,Bonito del Norte,6.53,A0028,Alta Mar
CAP-4640,2024-05-19,C238,Gallineta,1.84,A0030,Ria
CAP-4641,2024-05-26,C238,San Pedro,2.09,A0030,Ria
CAP-4642,2024-05-25,C238,Gallineta,1.29,A0030,Playa
CAP-4643,2024-06-25,C238,Pargo,0.63,A0030,Ria
CAP-4644,2024-08-30,C258,Serviola,1.42,A0032,Ria
CAP-4645,2025-01-02,C216,Herrera,0.37,A0022,Espigon
CAP-4646,2024-02-10,C130,Lubina,2.14,A0011,Espigon
CAP-4647,2025-01-20,C051,Anjova,5.72,A0017,Ria
CAP-4648,2025-01-27,C051,Lubina,2.95,A0017,Alta Mar
CAP-4649,2024-09-21,C107,Bonito del Norte,6.16,A0027,Ria
CAP-4650,2024-02-23,C147,Pargo,1.81,A0030,Espigon
CAP-4651,2024-10-07,C198,Serviola,1.11,A0033,Alta Mar
CAP-4652,2024-10-06,C198,Denton,4.2,A0033,Alta Mar
CAP-4653,2024-04-21,C126,Dorada,2.65,A0021,Ria
CAP-4654,2024-05-06,C126,Dorada,0.97,A0021,Alta Mar
CAP-4655,2024-04-25,C126,Herrera,0.48,A0021,Espigon
CAP-4656,2024-03-06,C007,Cabrilla,1.4,A0030,Ria
CAP-4657,2024-03-13,C007,Cabrilla,1.16,A0030,Ria
CAP-4658,2024-03-31,C057,Pulpo,4.45,A0007,Playa
CAP-4659,2024-12-02,C210,Lubina,1.18,A0014,Playa
CAP-4660,2024-11-28,C210,Anjova,6.04,A0014,Alta Mar
CAP-4661,2024-12-05,C210,Espeton,1.35,A0014,Alta Mar
CAP-4662,2024-11-30,C210,Anjova,3.4,A0014,Espigon
CAP-4663,2024-12-26,C210,Anjova,4.64,A0014,Playa
CAP-4664,2024-08-15,C126,Herrera,0.33,A0021,Ria
CAP-4665,2024-09-11,C126,Dorada,0.56,A0021,Espigon
CAP-4666,2024-09-08,C126,Dorada,0.99,A0021,Playa
CAP-4667,2024-08-18,C126,Dorada,1.18,A0021,Espigon
CAP-4668,2024-08-31,C126,Herrera,0.63,A0021,Alta Mar
CAP-4669,2024-08-20,C126,Herrera,0.41,A0021,Playa
CAP-4670,2024-08-31,C126,Sargo,0.59,A0021,Ria
CAP-4671,2024-09-27,C126,Sargo,0.76,A0021,Playa
CAP-4672,2024-09-11,C126,Sargo,0.48,A0021,Alta Mar
CAP-4673,2024-12-05,C209,Espeton,1.59,A0013,Playa
CAP-4674,2024-12-18,C209,Lubina,3.84,A0013,Ria
CAP-4675,2024-09-30,C236,Llampuga,4.94,A0026,Playa
CAP-4676,2024-10-05,C236,Bonito del Norte,11.87,A0026,Ria
CAP-4677,2024-11-08,C141,Pulpo,2.4,A0002,Espigon
CAP-4678,2024-11-08,C141,Pulpo,4.35,A0002,Alta Mar
CAP-4679,2024-11-02,C141,Pulpo,4.76,A0002,Alta Mar
CAP-4680,2024-11-04,C141,Calamar,0.98,A0002,Alta Mar
CAP-4681,2024-11-26,C141,Calamar,0.92,A0002,Espigon
CAP-4682,2024-11-15,C141,Calamar,1.45,A0002,Espigon
CAP-4683,2024-08-26,C255,Denton,7.24,A0033,Alta Mar
CAP-4684,2024-12-28,C028,Calamar,0.33,A0006,Ria
CAP-4685,2024-12-22,C028,Pulpo,3.31,A0006,Espigon
CAP-4686,2025-01-12,C028,Pulpo,1.47,A0006,Alta Mar
CAP-4687,2024-12-16,C145,Calamar,0.8,A0003,Alta Mar
CAP-4688,2024-12-15,C145,Sepia,0.7,A0003,Alta Mar
CAP-4689,2024-11-05,C008,Sepia,0.76,A0001,Playa
CAP-4690,2024-12-01,C008,Calamar,1.3,A0001,Espigon
CAP-4691,2024-11-09,C008,Calamar,0.66,A0001,Playa
CAP-4692,2024-03-24,C165,Denton,3.7,A0032,Alta Mar
CAP-4693,2024-07-15,C179,Llampuga,6.79,A0026,Ria
CAP-4694,2024-07-21,C179,Bonito del Norte,6.33,A0026,Espigon
CAP-4695,2024-03-26,C079,Lubina,4.05,A0014,Ria
CAP-4696,2024-03-24,C079,Espeton,0.76,A0014,Alta Mar
CAP-4697,2024-03-25,C271,Cabrilla,0.91,A0030,Alta Mar
CAP-4698,2024-03-16,C271,Denton,5.33,A0030,Playa
CAP-4699,2024-06-30,C296,Cabrilla,0.8,A0030,Espigon
CAP-4700,2024-06-25,C296,Pargo,0.91,A0030,Ria
CAP-4701,2024-11-17,C273,Denton,4.73,A0030,Playa
CAP-4702,2024-12-09,C273,Sama,8.34,A0030,Ria
CAP-4703,2024-12-13,C273,San Pedro,1.02,A0030,Alta Mar
CAP-4704,2024-07-10,C126,Sargo,1.18,A0021,Alta Mar
CAP-4705,2024-07-17,C126,Dorada,1.41,A0021,Playa
CAP-4706,2024-10-16,C020,Sama,9.26,A0031,Alta Mar
CAP-4707,2024-11-08,C020,Sama,4.87,A0031,Playa
CAP-4708,2024-08-09,C179,Marlin Blanco,26.06,A0028,Playa
CAP-4709,2024-08-16,C188,San Pedro,1.38,A0031,Playa
CAP-4710,2024-11-07,C268,Denton,2.23,A0032,Playa
CAP-4711,2024-11-13,C268,Denton,6.3,A0032,Ria
CAP-4712,2024-07-04,C193,Bonito del Norte,4.05,A0026,Playa
CAP-4713,2024-07-28,C275,Llampuga,2.01,A0028,Playa
CAP-4714,2024-02-16,C160,Mabra,1.03,A0021,Playa
CAP-4715,2024-01-30,C160,Mabra,0.5,A0021,Ria
CAP-4716,2024-01-22,C160,Mabra,1.79,A0021,Playa
CAP-4717,2025-01-03,C274,Denton,4.6,A0033,Playa
CAP-4718,2025-01-07,C274,Mero,9.56,A0033,Alta Mar
CAP-4719,2024-02-07,C215,Calamar,0.71,A0003,Playa
CAP-4720,2024-02-13,C215,Calamar,0.21,A0003,Alta Mar
CAP-4721,2024-02-16,C128,Espeton,1.21,A0017,Alta Mar
CAP-4722,2024-03-04,C128,Baila,0.98,A0017,Espigon
CAP-4723,2024-06-22,C055,Dorada,2.46,A0021,Ria
CAP-4724,2024-07-08,C055,Dorada,0.68,A0021,Ria
CAP-4725,2024-07-14,C055,Dorada,1.52,A0021,Ria
CAP-4726,2024-06-26,C055,Herrera,0.53,A0021,Espigon
CAP-4727,2024-07-09,C055,Herrera,0.8,A0021,Ria
CAP-4728,2024-12-12,C152,Mabra,0.52,A0021,Playa
CAP-4729,2024-12-15,C152,Mabra,1.18,A0021,Alta Mar
CAP-4730,2024-11-02,C161,Sama,4.25,A0031,Alta Mar
CAP-4731,2024-11-13,C161,Pargo,0.55,A0031,Playa
CAP-4732,2024-11-22,C161,Pargo,1.08,A0031,Alta Mar
CAP-4733,2024-06-19,C043,Lubina,0.59,A0016,Espigon
CAP-4734,2024-07-07,C043,Baila,0.98,A0016,Playa
CAP-4735,2024-11-02,C036,Pargo,1.44,A0031,Espigon
CAP-4736,2024-11-10,C036,Cabrilla,0.55,A0031,Ria
CAP-4737,2024-01-25,C141,Calamar,0.41,A0006,Playa
CAP-4738,2024-01-20,C233,Corvina,14.86,A0022,Playa
CAP-4739,2024-01-30,C233,Sargo,1.11,A0022,Alta Mar
CAP-4740,2024-12-04,C046,Calamar,0.97,A0002,Ria
CAP-4741,2024-12-04,C046,Sepia,1.57,A0002,Alta Mar
CAP-4742,2024-12-10,C046,Sepia,0.61,A0002,Alta Mar
CAP-4743,2024-05-25,C021,Serviola,0.71,A0033,Alta Mar
CAP-4744,2024-06-04,C021,Serviola,1.11,A0033,Ria
CAP-4745,2024-05-14,C286,Denton,1.52,A0031,Espigon
CAP-4746,2024-02-03,C056,Pulpo,2.47,A0003,Espigon
CAP-4747,2024-02-04,C056,Pulpo,2.54,A0003,Alta Mar
CAP-4748,2024-01-20,C056,Pulpo,3.86,A0003,Espigon
CAP-4749,2024-02-08,C056,Calamar,1.23,A0003,Playa
CAP-4750,2024-01-19,C056,Calamar,1.12,A0003,Alta Mar
CAP-4751,2024-08-19,C033,Pargo,0.61,A0030,Ria
CAP-4752,2024-08-28,C033,Cabrilla,1.8,A0030,Alta Mar
CAP-4753,2024-09-02,C033,Gallineta,0.64,A0030,Alta Mar
CAP-4754,2024-04-01,C274,Mero,14.82,A0033,Espigon
CAP-4755,2024-05-06,C128,Lubina,2.74,A0013,Ria
CAP-4756,2024-12-02,C144,Denton,7.44,A0033,Espigon
CAP-4757,2024-12-19,C144,Denton,4.84,A0033,Playa
CAP-4758,2024-06-14,C253,Llampuga,6.21,A0026,Espigon
CAP-4759,2024-06-24,C253,Bonito del Norte,6.65,A0026,Espigon
CAP-4760,2024-07-07,C253,Bonito del Norte,10.19,A0026,Espigon
CAP-4761,2025-01-13,C136,Serviola,0.58,A0033,Alta Mar
CAP-4762,2025-01-21,C136,Serviola,0.79,A0033,Espigon
CAP-4763,2024-07-06,C165,Mero,12.51,A0033,Playa
CAP-4764,2024-04-15,C010,Sama,7.78,A0031,Alta Mar
CAP-4765,2024-04-22,C010,Denton,7.65,A0031,Ria
CAP-4766,2024-06-20,C191,Sargo,1.08,A0022,Playa
CAP-4767,2024-06-07,C191,Herrera,0.42,A0022,Ria
CAP-4768,2024-06-03,C191,Herrera,0.26,A0022,Espigon
CAP-4769,2024-06-28,C191,Sargo,0.65,A0022,Ria
CAP-4770,2024-04-10,C186,Serviola,1.04,A0032,Playa
CAP-4771,2024-12-07,C218,Calamar,0.52,A0005,Alta Mar
CAP-4772,2024-11-22,C218,Calamar,1.01,A0005,Espigon
CAP-4773,2024-12-22,C218,Sepia,1.41,A0005,Playa
CAP-4774,2024-10-22,C230,Marlin Blanco,19.46,A0026,Ria
CAP-4775,2024-07-08,C235,Denton,7.47,A0030,Alta Mar
CAP-4776,2024-07-24,C235,San Pedro,0.71,A0030,Espigon
CAP-4777,2024-03-19,C243,Pargo,1.36,A0031,Espigon
CAP-4778,2024-03-23,C243,Cabrilla,1.63,A0031,Ria
CAP-4779,2024-04-06,C243,Pargo,1.01,A0031,Ria
CAP-4780,2024-11-30,C074,Espeton,1.23,A0018,Alta Mar
CAP-4781,2024-12-02,C074,Serviola,1.66,A0018,Playa
CAP-4782,2024-12-19,C074,Jurel,0.73,A0018,Alta Mar
CAP-4783,2024-03-12,C181,Pargo,0.92,A0031,Alta Mar
CAP-4784,2024-03-22,C181,Sama,3.93,A0031,Playa
CAP-4785,2024-03-28,C181,Denton,7.76,A0031,Playa
CAP-4786,2024-04-03,C181,Pargo,0.61,A0031,Playa
CAP-4787,2024-05-28,C102,Sama,3.2,A0030,Espigon
CAP-4788,2024-06-06,C102,Sama,4.19,A0030,Playa
CAP-4789,2024-03-20,C234,Espeton,1.95,A0013,Espigon
CAP-4790,2024-03-15,C234,Serviola,1.95,A0013,Playa
CAP-4791,2024-12-25,C174,Denton,7.7,A0033,Playa
CAP-4792,2024-12-26,C174,Serviola,1.45,A0033,Espigon
CAP-4793,2024-07-03,C116,Bacoreta,1.19,A0026,Espigon
CAP-4794,2024-07-18,C116,Bonito del Norte,12.99,A0026,Espigon
CAP-4795,2025-01-15,C149,Calamar,0.27,A0003,Espigon
CAP-4796,2025-01-27,C149,Calamar,0.84,A0003,Espigon
CAP-4797,2024-11-01,C271,Sama,9.1,A0030,Ria
CAP-4798,2024-11-13,C271,Mero,11.33,A0030,Alta Mar
CAP-4799,2024-04-09,C077,Herrera,0.68,A0022,Alta Mar
CAP-4800,2024-04-15,C077,Rodaballo,0.73,A0022,Alta Mar
CAP-4801,2024-05-08,C024,Denton,3.13,A0032,Playa
CAP-4802,2024-08-06,C179,Llampuga,6.75,A0028,Alta Mar
CAP-4803,2024-12-13,C108,Denton,3.36,A0030,Ria
CAP-4804,2024-12-19,C108,Sama,6.48,A0030,Ria
CAP-4805,2024-12-30,C108,Gallineta,0.94,A0030,Alta Mar
CAP-4806,2024-02-01,C263,Cabrilla,1.28,A0030,Espigon
CAP-4807,2024-02-20,C263,Cabrilla,1.31,A0030,Ria
CAP-4808,2024-02-19,C263,Pargo,0.88,A0030,Espigon
CAP-4809,2024-02-20,C263,Pargo,1.81,A0030,Playa
CAP-4810,2024-09-01,C151,Serviola,1.07,A0033,Alta Mar
CAP-4811,2024-10-19,C222,Denton,6.82,A0032,Espigon
CAP-4812,2024-11-22,C222,Serviola,1.86,A0032,Alta Mar
CAP-4813,2024-12-29,C193,Sepia,0.43,A0006,Ria
CAP-4814,2024-12-26,C193,Sepia,1.61,A0006,Playa
CAP-4815,2024-12-25,C193,Sepia,0.94,A0006,Playa
CAP-4816,2025-01-08,C193,Calamar,1.21,A0006,Playa
CAP-4817,2024-07-13,C003,Sama,6.68,A0030,Alta Mar
CAP-4818,2024-07-21,C003,Pargo,1.43,A0030,Ria
CAP-4819,2024-07-20,C003,Cabrilla,0.97,A0030,Alta Mar
CAP-4820,2024-07-30,C003,Sama,5.73,A0030,Alta Mar
CAP-4821,2024-07-04,C261,Pargo,0.96,A0030,Ria
CAP-4822,2024-07-08,C261,San Pedro,0.62,A0030,Ria
CAP-4823,2024-07-16,C261,Cabrilla,1.22,A0030,Playa
CAP-4824,2024-07-26,C261,Cabrilla,1.74,A0030,Playa
CAP-4825,2024-06-17,C092,Bonito del Norte,7.63,A0028,Alta Mar
CAP-4826,2024-06-21,C092,Bonito del Norte,4.57,A0028,Alta Mar
CAP-4827,2024-06-30,C092,Llampuga,8.75,A0028,Alta Mar
CAP-4828,2024-07-08,C197,Llampuga,4.32,A0028,Espigon
CAP-4829,2024-08-08,C197,Bonito del Norte,10.69,A0028,Playa
CAP-4830,2024-10-15,C076,Denton,5.02,A0032,Playa
CAP-4831,2024-09-25,C076,Denton,4.8,A0032,Ria
CAP-4832,2024-10-27,C076,Denton,4.91,A0032,Ria
CAP-4833,2024-11-18,C256,Mero,13.65,A0031,Alta Mar
CAP-4834,2024-12-15,C256,Pargo,0.61,A0031,Playa
CAP-4835,2024-04-19,C043,Lubina,1.46,A0016,Espigon
CAP-4836,2024-04-18,C043,Espeton,0.91,A0016,Ria
CAP-4837,2024-04-22,C043,Baila,1.23,A0016,Ria
CAP-4838,2024-12-01,C145,Calamar,0.42,A0001,Alta Mar
CAP-4839,2024-11-19,C082,Pargo,1.38,A0031,Playa
CAP-4840,2024-06-09,C114,Gallineta,0.97,A0031,Espigon
CAP-4841,2024-06-25,C114,Sama,4.49,A0031,Espigon
CAP-4842,2024-07-12,C114,Gallineta,1.79,A0031,Playa
CAP-4843,2024-07-25,C114,Denton,5.07,A0031,Espigon
CAP-4844,2024-06-22,C297,Herrera,0.77,A0021,Ria
CAP-4845,2024-06-17,C297,Herrera,0.77,A0021,Alta Mar
CAP-4846,2025-01-01,C292,Calamar,0.55,A0004,Ria
CAP-4847,2024-06-17,C279,Sargo,0.86,A0021,Ria
CAP-4848,2024-06-19,C279,Sargo,0.3,A0021,Playa
CAP-4849,2024-07-30,C279,Herrera,0.59,A0021,Espigon
CAP-4850,2024-07-17,C279,Herrera,0.37,A0021,Espigon
CAP-4851,2024-02-02,C262,Calamar,0.32,A0006,Espigon
CAP-4852,2024-02-23,C262,Sepia,1.75,A0006,Ria
CAP-4853,2024-12-14,C154,Denton,6.93,A0032,Alta Mar
CAP-4854,2024-06-30,C001,Lubina,4.85,A0012,Alta Mar
CAP-4855,2024-12-07,C221,Calamar,0.69,A0001,Alta Mar
CAP-4856,2024-12-02,C221,Sepia,0.3,A0001,Playa
CAP-4857,2024-12-06,C221,Calamar,1.04,A0001,Alta Mar
CAP-4858,2024-11-09,C158,Sepia,0.88,A0002,Ria
CAP-4859,2024-11-22,C158,Sepia,0.3,A0002,Ria
CAP-4860,2024-07-11,C161,San Pedro,1.31,A0031,Alta Mar
CAP-4861,2024-07-10,C161,San Pedro,2.11,A0031,Espigon
CAP-4862,2024-11-09,C169,Serviola,1.7,A0032,Playa
CAP-4863,2024-11-27,C169,Denton,5.76,A0032,Alta Mar
CAP-4864,2024-09-17,C168,Lubina,3.04,A0016,Espigon
CAP-4865,2024-09-23,C175,Cabrilla,1.89,A0030,Espigon
CAP-4866,2024-06-28,C281,Bonito del Norte,9.68,A0026,Playa
CAP-4867,2024-07-21,C041,Mero,5.92,A0032,Ria
CAP-4868,2024-08-14,C041,Denton,6.82,A0032,Ria
CAP-4869,2024-08-04,C041,Denton,4.84,A0032,Ria
CAP-4870,2024-10-27,C056,Calamar,1.17,A0003,Espigon
CAP-4871,2024-08-19,C022,Bonito del Norte,6.33,A0027,Espigon
CAP-4872,2024-09-05,C022,Llampuga,3.56,A0027,Playa
CAP-4873,2024-08-30,C022,Llampuga,8.46,A0027,Alta Mar
CAP-4874,2024-09-11,C022,Bacoreta,2.0,A0027,Alta Mar
CAP-4875,2024-11-21,C076,Serviola,0.52,A0033,Ria
CAP-4876,2024-11-05,C076,Denton,6.45,A0033,Playa
CAP-4877,2024-11-10,C076,Denton,5.87,A0033,Espigon
CAP-4878,2024-11-14,C247,Calamar,1.33,A0005,Alta Mar
CAP-4879,2024-11-18,C247,Calamar,1.49,A0005,Playa
CAP-4880,2025-01-16,C295,Lubina,2.98,A0011,Alta Mar
CAP-4881,2025-01-03,C295,Lubina,0.58,A0011,Espigon
CAP-4882,2025-01-18,C295,Anjova,2.08,A0011,Espigon
CAP-4883,2024-12-15,C188,Cabrilla,1.76,A0030,Ria
CAP-4884,2024-12-12,C188,Pargo,0.63,A0030,Alta Mar
CAP-4885,2024-09-25,C230,Serviola,0.88,A0032,Espigon
CAP-4886,2024-10-09,C230,Serviola,1.6,A0032,Espigon
CAP-4887,2024-02-13,C093,Serviola,1.09,A0032,Ria
CAP-4888,2024-08-05,C079,Lubina,2.71,A0017,Playa
CAP-4889,2024-08-25,C079,Anjova,6.16,A0017,Ria
CAP-4890,2024-09-07,C079,Lubina,1.35,A0017,Playa
CAP-4891,2024-07-30,C029,Cabrilla,1.2,A0031,Espigon
CAP-4892,2024-07-14,C029,Sama,8.17,A0031,Espigon
CAP-4893,2024-08-10,C029,Denton,2.48,A0031,Espigon
CAP-4894,2024-08-11,C029,Pargo,0.61,A0031,Espigon
CAP-4895,2024-07-11,C020,Pargo,0.65,A0031,Playa
CAP-4896,2024-07-23,C020,Pargo,0.53,A0031,Ria
CAP-4897,2024-07-26,C020,Sama,7.87,A0031,Alta Mar
CAP-4898,2024-02-29,C139,Sepia,1.9,A0002,Ria
CAP-4899,2024-10-11,C224,Mabra,0.95,A0021,Playa
CAP-4900,2024-09-25,C224,Mabra,1.55,A0021,Playa
CAP-4901,2024-10-08,C224,Mabra,0.81,A0021,Ria
CAP-4902,2024-10-17,C224,Mabra,0.71,A0021,Espigon
CAP-4903,2024-10-08,C224,Dorada,0.5,A0021,Playa
CAP-4904,2024-02-13,C079,Lubina,4.11,A0010,Playa
CAP-4905,2024-03-14,C079,Lubina,2.24,A0010,Playa
CAP-4906,2024-03-18,C079,Lubina,4.22,A0010,Ria
CAP-4907,2024-03-31,C079,Lubina,1.65,A0010,Espigon
CAP-4908,2024-09-10,C065,Bonito del Norte,9.92,A0026,Espigon
CAP-4909,2024-10-01,C065,Bacoreta,1.88,A0026,Espigon
CAP-4910,2024-06-24,C104,Denton,6.54,A0032,Ria
CAP-4911,2024-07-14,C104,Denton,4.88,A0032,Espigon
CAP-4912,2024-08-27,C019,Bonito del Norte,10.3,A0026,Ria
CAP-4913,2024-09-14,C019,Bonito del Norte,5.0,A0026,Ria
CAP-4914,2024-08-31,C019,Bacoreta,1.31,A0026,Alta Mar
CAP-4915,2024-08-21,C004,Bacoreta,1.28,A0027,Ria
CAP-4916,2024-08-24,C004,Melva,1.1,A0027,Ria
CAP-4917,2024-09-01,C004,Bacoreta,0.51,A0027,Playa
CAP-4918,2024-09-12,C004,Bonito del Norte,6.09,A0027,Ria
CAP-4919,2024-08-27,C216,Sargo,0.37,A0022,Alta Mar
CAP-4920,2024-06-30,C264,Mabra,0.95,A0022,Espigon
CAP-4921,2024-07-01,C264,Herrera,0.78,A0022,Ria
CAP-4922,2024-07-07,C264,Herrera,0.27,A0022,Playa
CAP-4923,2024-07-20,C264,Herrera,0.49,A0022,Playa
CAP-4924,2024-07-05,C264,Herrera,0.72,A0022,Ria
CAP-4925,2024-05-10,C101,Serviola,0.8,A0033,Ria
CAP-4926,2024-05-14,C101,Mero,4.78,A0033,Alta Mar
CAP-4927,2024-05-19,C101,Serviola,1.44,A0033,Espigon
