id_ticket,fecha,id_cliente,id_articulo,cantidad,total
T-03102,2024-01-19,C263,A0030,3,12.0
T-03103,2024-05-16,C287,A0024,3,2.5
T-03104,2024-08-03,C151,A0033,2,9.0
T-03105,2024-10-09,C222,A0032,1,9.0
T-03106,2024-12-16,C193,A0006,2,14.5
T-03107,2024-06-20,C003,A0030,1,12.0
T-03108,2024-06-26,C261,A0030,2,12.0
T-03109,2024-09-18,C216,A0025,2,140.0
T-03110,2024-06-03,C092,A0028,1,22.0
T-03111,2024-12-06,C015,A0032,1,9.0
T-03112,2024-07-05,C197,A0028,3,22.0
T-03113,2024-09-15,C076,A0032,1,9.0
T-03114,2024-11-10,C256,A0031,3,12.0
T-03115,2024-03-27,C043,A0016,3,19.0
T-03116,2024-11-23,C145,A0001,3,23.0
T-03117,2024-11-10,C227,A0032,3,9.0
T-03118,2024-10-27,C082,A0031,2,12.0
T-03119,2024-02-15,C141,A0007,3,9.0
T-03120,2024-12-05,C137,A0009,3,155.0
T-03121,2024-06-19,C090,A0024,2,2.5
T-03122,2024-06-04,C114,A0031,3,12.0
T-03123,2024-06-01,C297,A0021,3,6.5
T-03124,2024-12-15,C292,A0004,3,14.5
T-03125,2024-06-09,C279,A0021,3,6.5
T-03126,2024-01-21,C262,A0006,2,14.5
T-03127,2024-11-20,C154,A0032,1,9.0
T-03128,2024-06-11,C001,A0012,3,13.5
T-03129,2024-11-02,C221,A0001,3,23.0
T-03130,2024-10-09,C158,A0002,1,23.0
T-03131,2024-06-25,C161,A0031,3,12.0
T-03132,2024-10-27,C169,A0032,2,9.0
T-03133,2024-08-12,C168,A0016,3,19.0
T-03134,2024-10-22,C236,A0023,2,2.5
T-03135,2024-09-16,C175,A0030,3,12.0
T-03136,2024-06-12,C281,A0026,3,26.0
T-03137,2024-02-14,C169,A0032,1,9.0
T-03138,2024-10-18,C259,A0003,3,23.0
T-03139,2024-06-15,C135,A0029,3,850.0
T-03140,2024-04-01,C030,A0024,3,2.5
T-03141,2024-07-18,C041,A0032,1,9.0
T-03142,2024-10-01,C056,A0003,2,23.0
T-03143,2024-10-08,C060,A0009,1,155.0
T-03144,2024-08-09,C022,A0027,2,26.0
T-03145,2024-10-12,C015,A0033,3,9.0
T-03146,2024-02-01,C200,A0002,3,23.0
T-03147,2024-02-16,C118,A0023,1,2.5
T-03148,2024-02-01,C152,A0023,1,2.5
T-03149,2024-10-22,C076,A0033,1,9.0
T-03150,2024-11-10,C247,A0005,2,14.5
T-03151,2024-09-25,C048,A0015,3,19.0
T-03152,2024-01-14,C235,A0009,3,155.0
T-03153,2024-12-23,C141,A0008,3,155.0
T-03154,2024-12-22,C295,A0011,3,13.5
T-03155,2024-03-21,C032,A0024,1,2.5
T-03156,2024-11-23,C188,A0030,2,12.0
T-03157,2024-03-06,C078,A0024,1,2.5
T-03158,2024-09-07,C230,A0032,2,9.0
T-03159,2024-01-17,C093,A0032,1,9.0
T-03160,2024-07-18,C079,A0017,2,9.5
T-03161,2024-07-04,C029,A0031,2,12.0
T-03162,2024-06-14,C020,A0031,3,12.0
T-03163,2024-02-10,C139,A0002,3,23.0
T-03164,2024-07-17,C183,A0033,2,9.0
T-03165,2024-09-17,C224,A0021,2,6.5
T-03166,2024-02-09,C079,A0010,1,13.5
T-03167,2024-09-06,C065,A0026,3,26.0
T-03168,2024-03-03,C073,A0024,3,2.5
T-03169,2024-06-08,C104,A0032,1,9.0
T-03170,2024-02-15,C066,A0024,2,2.5
T-03171,2024-08-13,C019,A0026,3,26.0
T-03172,2024-05-15,C007,A0031,1,12.0
T-03173,2024-03-10,C127,A0020,2,190.0
T-03174,2024-10-02,C259,A0009,1,155.0
T-03175,2024-06-07,C016,A0029,1,850.0
T-03176,2024-08-01,C004,A0027,1,26.0
T-03177,2024-08-05,C216,A0022,1,8.5
T-03178,2024-02-17,C235,A0003,1,23.0
T-03179,2024-06-10,C185,A0027,1,26.0
T-03180,2024-02-05,C020,A0030,2,12.0
T-03181,2024-06-09,C193,A0029,2,850.0
T-03182,2024-06-15,C264,A0022,1,8.5
T-03183,2024-04-13,C101,A0033,3,9.0
T-03184,2024-01-21,C108,A0030,3,12.0
T-03185,2024-05-05,C009,A0033,1,9.0
T-03186,2024-09-28,C167,A0010,3,13.5
T-03187,2024-08-07,C284,A0033,3,9.0
T-03188,2024-01-12,C125,A0008,3,155.0
T-03189,2024-01-20,C187,A0007,2,9.0
T-03190,2024-07-15,C021,A0033,1,9.0
T-03191,2024-07-08,C250,A0029,3,850.0
T-03192,2024-08-19,C170,A0024,3,2.5
T-03193,2024-10-05,C141,A0009,3,155.0
T-03194,2024-10-10,C160,A0008,2,155.0
T-03195,2024-09-16,C115,A0027,1,26.0
T-03196,2024-08-27,C229,A0014,3,32.0
T-03197,2024-07-09,C059,A0025,3,140.0
T-03198,2024-08-16,C032,A0022,3,8.5
T-03199,2024-06-26,C260,A0022,2,8.5
T-03200,2024-06-07,C219,A0029,2,850.0
T-03201,2024-06-02,C076,A0033,3,9.0
T-03202,2024-02-07,C215,A0002,2,23.0
T-03203,2024-10-07,C124,A0033,1,9.0
T-03204,2024-06-06,C169,A0033,2,9.0
T-03205,2024-05-18,C112,A0031,2,12.0
T-03206,2024-02-08,C252,A0003,1,23.0
T-03207,2024-06-01,C020,A0030,1,12.0
T-03208,2024-09-04,C081,A0027,3,26.0
T-03209,2024-02-19,C113,A0025,3,140.0
T-03210,2024-11-12,C156,A0003,1,23.0
T-03211,2024-08-08,C234,A0023,2,2.5
T-03212,2024-06-17,C258,A0033,2,9.0
T-03213,2024-03-14,C013,A0023,3,2.5
T-03214,2024-02-20,C013,A0024,2,2.5
T-03215,2024-03-18,C295,A0015,1,19.0
T-03216,2024-09-28,C250,A0026,3,26.0
T-03217,2024-07-16,C085,A0027,2,26.0
T-03218,2024-10-11,C089,A0033,1,9.0
T-03219,2024-07-21,C275,A0028,3,22.0
T-03220,2024-10-28,C063,A0024,3,2.5
T-03221,2024-02-27,C125,A0009,1,155.0
T-03222,2024-08-08,C248,A0018,1,9.5
T-03223,2024-06-09,C065,A0029,3,850.0
T-03224,2024-08-24,C016,A0029,2,850.0
T-03225,2024-10-05,C078,A0021,3,6.5
T-03226,2024-06-26,C239,A0027,3,26.0
T-03227,2024-04-15,C190,A0025,2,140.0
T-03228,2024-03-06,C176,A0032,1,9.0
T-03229,2024-12-28,C003,A0030,1,12.0
T-03230,2024-02-07,C011,A0033,2,9.0
T-03231,2024-06-14,C016,A0028,2,22.0
T-03232,2024-10-13,C237,A0005,2,14.5
T-03233,2024-09-11,C171,A0033,3,9.0
T-03234,2024-01-17,C104,A0032,3,9.0
T-03235,2024-02-06,C078,A0023,3,2.5
T-03236,2024-09-17,C198,A0028,2,22.0
T-03237,2024-09-06,C116,A0026,3,26.0
T-03238,2024-03-24,C015,A0033,1,9.0
T-03239,2024-11-04,C153,A0004,3,14.5
T-03240,2024-03-24,C227,A0032,1,9.0
T-03241,2024-08-14,C229,A0025,3,140.0
T-03242,2024-01-21,C165,A0033,2,9.0
T-03243,2024-12-12,C117,A0001,3,23.0
T-03244,2024-08-11,C142,A0025,3,140.0
T-03245,2024-11-02,C282,A0017,1,9.5
T-03246,2024-08-26,C105,A0018,2,9.5
T-03247,2024-08-21,C119,A0032,3,9.0
T-03248,2024-05-10,C289,A0031,3,12.0
T-03249,2024-03-24,C111,A0017,1,9.5
T-03250,2024-12-06,C143,A0023,3,2.5
T-03251,2024-10-19,C040,A0023,2,2.5
T-03252,2024-04-24,C066,A0025,1,140.0
T-03253,2024-02-26,C047,A0002,2,23.0
T-03254,2024-09-24,C148,A0033,3,9.0
T-03255,2024-07-14,C200,A0021,2,6.5
T-03256,2024-11-10,C062,A0033,1,9.0
T-03257,2024-02-20,C113,A0033,1,9.0
T-03258,2024-10-28,C104,A0033,2,9.0
T-03259,2024-05-21,C294,A0022,3,8.5
T-03260,2024-02-10,C143,A0022,1,8.5
T-03261,2024-05-20,C270,A0030,1,12.0
T-03262,2024-05-18,C161,A0030,2,12.0
T-03263,2024-05-04,C079,A0012,2,13.5
T-03264,2024-10-21,C022,A0004,1,14.5
T-03265,2024-10-14,C218,A0009,2,155.0
T-03266,2024-03-28,C114,A0030,1,12.0
T-03267,2024-01-25,C122,A0031,3,12.0
T-03268,2024-11-16,C058,A0032,1,9.0
T-03269,2024-12-26,C257,A0022,2,8.5
T-03270,2024-01-03,C038,A0025,2,140.0
T-03271,2024-09-20,C172,A0023,2,2.5
T-03272,2024-11-08,C291,A0030,3,12.0
T-03273,2024-01-12,C006,A0022,3,8.5
T-03274,2024-09-21,C107,A0029,2,850.0
T-03275,2024-06-19,C096,A0027,2,26.0
T-03276,2024-12-26,C265,A0007,3,9.0
T-03277,2024-05-01,C115,A0031,3,12.0
T-03278,2024-12-23,C045,A0024,2,2.5
T-03279,2024-07-03,C146,A0027,1,26.0
T-03280,2024-10-07,C261,A0008,2,155.0
T-03281,2024-07-26,C108,A0030,3,12.0
T-03282,2024-06-28,C082,A0015,2,19.0
T-03283,2024-09-02,C096,A0029,1,850.0
T-03284,2024-11-28,C038,A0024,1,2.5
T-03285,2024-11-03,C085,A0001,3,23.0
T-03286,2024-09-24,C267,A0029,3,850.0
T-03287,2024-08-22,C229,A0018,2,9.5
T-03288,2024-07-09,C041,A0032,2,9.0
T-03289,2024-07-02,C189,A0027,3,26.0
T-03290,2024-07-26,C282,A0014,1,32.0
T-03291,2024-02-20,C061,A0007,2,9.0
T-03292,2024-04-28,C233,A0030,2,12.0
T-03293,2024-08-09,C114,A0031,3,12.0
T-03294,2024-05-27,C032,A0024,3,2.5
T-03295,2024-01-17,C291,A0030,1,12.0
T-03296,2024-06-22,C262,A0022,1,8.5
T-03297,2024-06-01,C244,A0031,1,12.0
T-03298,2024-12-18,C259,A0009,1,155.0
T-03299,2024-03-03,C134,A0030,1,12.0
T-03300,2024-01-13,C021,A0033,1,9.0
T-03301,2024-07-15,C164,A0033,2,9.0
T-03302,2024-03-08,C005,A0032,2,9.0
T-03303,2024-05-07,C076,A0033,1,9.0
T-03304,2024-01-05,C120,A0008,3,155.0
T-03305,2024-04-14,C234,A0015,3,19.0
T-03306,2024-09-01,C104,A0026,3,26.0
T-03307,2024-10-11,C129,A0016,2,19.0
T-03308,2024-12-20,C150,A0033,3,9.0
T-03309,2024-09-16,C279,A0025,3,140.0
T-03310,2024-01-01,C230,A0032,3,9.0
T-03311,2024-09-04,C164,A0032,3,9.0
T-03312,2024-02-08,C226,A0011,2,13.5
T-03313,2024-09-16,C115,A0028,3,22.0
T-03314,2024-07-13,C002,A0028,3,22.0
T-03315,2024-10-12,C210,A0002,1,23.0
T-03316,2024-12-04,C141,A0004,2,14.5
T-03317,2024-10-04,C299,A0012,2,13.5
T-03318,2024-12-05,C063,A0023,3,2.5
T-03319,2024-12-03,C062,A0031,1,12.0
T-03320,2024-06-10,C167,A0019,3,190.0
T-03321,2024-06-13,C122,A0026,1,26.0
T-03322,2024-10-16,C130,A0011,2,13.5
T-03323,2024-05-01,C190,A0033,2,9.0
T-03324,2024-06-22,C083,A0025,3,140.0
T-03325,2024-09-19,C256,A0030,2,12.0
T-03326,2024-01-23,C245,A0013,2,32.0
T-03327,2024-07-16,C081,A0017,3,9.5
T-03328,2024-06-08,C042,A0028,2,22.0
T-03329,2024-10-21,C094,A0001,2,23.0
T-03330,2024-12-26,C194,A0006,2,14.5
T-03331,2024-03-04,C195,A0024,1,2.5
T-03332,2024-02-10,C269,A0014,1,32.0
T-03333,2024-05-24,C155,A0033,1,9.0
T-03334,2024-12-20,C037,A0002,2,23.0
T-03335,2024-06-01,C209,A0022,3,8.5
T-03336,2024-11-13,C045,A0025,2,140.0
T-03337,2024-06-21,C097,A0026,3,26.0
T-03338,2024-11-10,C085,A0030,2,12.0
T-03339,2024-12-13,C076,A0003,1,23.0
T-03340,2024-02-06,C237,A0006,1,14.5
T-03341,2024-12-18,C151,A0033,1,9.0
T-03342,2024-08-21,C090,A0031,1,12.0
T-03343,2024-12-02,C206,A0001,1,23.0
T-03344,2024-02-27,C053,A0033,3,9.0
T-03345,2024-06-07,C092,A0026,2,26.0
T-03346,2024-08-26,C121,A0033,3,9.0
T-03347,2024-11-03,C057,A0003,1,23.0
T-03348,2024-07-05,C040,A0028,2,22.0
T-03349,2024-01-28,C074,A0010,1,13.5
T-03350,2024-05-02,C241,A0013,2,32.0
T-03351,2024-06-05,C022,A0029,3,850.0
T-03352,2024-01-23,C226,A0016,3,19.0
T-03353,2024-11-12,C198,A0032,1,9.0
T-03354,2024-09-21,C018,A0033,3,9.0
T-03355,2024-01-07,C159,A0024,2,2.5
T-03356,2024-03-26,C110,A0025,3,140.0
T-03357,2024-09-07,C157,A0018,3,9.5
T-03358,2024-05-08,C284,A0032,2,9.0
T-03359,2024-10-02,C264,A0023,1,2.5
T-03360,2024-01-07,C252,A0004,1,14.5
T-03361,2024-03-23,C234,A0021,1,6.5
T-03362,2024-02-04,C131,A0025,3,140.0
T-03363,2024-10-24,C060,A0001,2,23.0
T-03364,2024-06-03,C123,A0026,2,26.0
T-03365,2024-09-08,C144,A0032,3,9.0
T-03366,2024-05-27,C255,A0033,3,9.0
T-03367,2024-12-24,C005,A0033,1,9.0
T-03368,2024-12-27,C035,A0030,1,12.0
T-03369,2024-04-12,C106,A0025,3,140.0
T-03370,2024-05-05,C089,A0018,1,9.5
T-03371,2024-04-22,C007,A0031,1,12.0
T-03372,2024-07-25,C265,A0027,2,26.0
T-03373,2024-09-07,C239,A0029,2,850.0
T-03374,2024-07-19,C258,A0033,1,9.0
T-03375,2024-12-24,C277,A0023,2,2.5
T-03376,2024-12-06,C220,A0032,3,9.0
T-03377,2024-11-06,C141,A0006,3,14.5
T-03378,2024-04-21,C045,A0024,2,2.5
T-03379,2024-06-02,C185,A0025,3,140.0
T-03380,2024-01-06,C130,A0018,1,9.5
T-03381,2024-07-20,C092,A0029,3,850.0
T-03382,2024-09-11,C065,A0026,2,26.0
T-03383,2024-06-06,C220,A0032,3,9.0
T-03384,2024-12-15,C256,A0020,2,190.0
T-03385,2024-10-20,C239,A0009,3,155.0
T-03386,2024-09-01,C092,A0029,1,850.0
T-03387,2024-08-18,C190,A0032,2,9.0
T-03388,2024-06-07,C289,A0031,1,12.0
T-03389,2024-10-03,C083,A0025,1,140.0
T-03390,2024-05-05,C225,A0022,2,8.5
T-03391,2024-10-04,C073,A0023,2,2.5
T-03392,2024-08-13,C132,A0031,1,12.0
T-03393,2024-10-12,C231,A0008,2,155.0
T-03394,2024-12-22,C187,A0001,1,23.0
T-03395,2024-05-27,C235,A0018,2,9.5
T-03396,2024-08-26,C299,A0017,2,9.5
T-03397,2024-02-08,C232,A0008,3,155.0
T-03398,2024-03-01,C248,A0017,1,9.5
T-03399,2024-01-24,C234,A0024,3,2.5
T-03400,2024-09-20,C255,A0033,2,9.0
T-03401,2024-08-18,C287,A0026,3,26.0
T-03402,2024-11-11,C157,A0016,3,19.0
T-03403,2024-04-05,C027,A0019,3,190.0
T-03404,2024-08-19,C113,A0028,2,22.0
T-03405,2024-11-28,C298,A0012,2,13.5
T-03406,2024-03-10,C076,A0033,2,9.0
T-03407,2024-11-13,C111,A0015,2,19.0
T-03408,2024-06-02,C044,A0016,1,19.0
T-03409,2024-02-04,C165,A0033,1,9.0
T-03410,2024-12-23,C098,A0015,1,19.0
T-03411,2024-03-24,C076,A0033,1,9.0
T-03412,2024-02-10,C270,A0025,3,140.0
T-03413,2024-07-28,C243,A0031,2,12.0
T-03414,2024-12-03,C117,A0005,3,14.5
T-03415,2024-06-06,C226,A0011,2,13.5
T-03416,2024-08-26,C164,A0033,3,9.0
T-03417,2024-07-14,C042,A0026,2,26.0
T-03418,2024-09-24,C006,A0017,1,9.5
T-03419,2024-03-14,C175,A0031,1,12.0
T-03420,2024-01-03,C271,A0031,2,12.0
T-03421,2024-04-11,C118,A0023,2,2.5
T-03422,2024-12-23,C060,A0004,1,14.5
T-03423,2024-07-04,C081,A0029,2,850.0
T-03424,2024-08-22,C205,A0026,3,26.0
T-03425,2024-06-27,C283,A0027,2,26.0
T-03426,2024-03-09,C293,A0031,3,12.0
T-03427,2024-09-20,C237,A0030,1,12.0
T-03428,2024-10-04,C011,A0032,3,9.0
T-03429,2024-10-13,C168,A0018,2,9.5
T-03430,2024-03-24,C174,A0032,1,9.0
T-03431,2024-11-09,C296,A0007,2,9.0
T-03432,2024-01-27,C016,A0004,3,14.5
T-03433,2024-04-28,C282,A0013,2,32.0
T-03434,2024-01-23,C018,A0032,3,9.0
T-03435,2024-01-09,C235,A0002,2,23.0
T-03436,2024-01-16,C027,A0001,2,23.0
T-03437,2024-07-12,C250,A0027,1,26.0
T-03438,2024-09-09,C275,A0021,1,6.5
T-03439,2024-02-07,C252,A0008,3,155.0
T-03440,2024-11-16,C198,A0033,2,9.0
T-03441,2024-08-04,C219,A0029,1,850.0
T-03442,2024-02-11,C045,A0023,2,2.5
T-03443,2024-02-01,C145,A0001,3,23.0
T-03444,2024-11-21,C087,A0003,2,23.0
T-03445,2024-08-14,C140,A0027,2,26.0
T-03446,2024-12-18,C109,A0032,2,9.0
T-03447,2024-02-28,C178,A0001,1,23.0
T-03448,2024-05-10,C240,A0030,3,12.0
T-03449,2024-11-06,C047,A0031,3,12.0
T-03450,2024-10-01,C182,A0031,3,12.0
T-03451,2024-08-03,C002,A0029,3,850.0
T-03452,2024-03-09,C263,A0030,2,12.0
T-03453,2024-06-16,C225,A0030,2,12.0
T-03454,2024-07-25,C166,A0011,3,13.5
T-03455,2024-11-27,C059,A0022,3,8.5
T-03456,2024-04-17,C263,A0030,1,12.0
T-03457,2024-10-04,C122,A0031,2,12.0
T-03458,2024-01-09,C284,A0033,3,9.0
T-03459,2024-08-23,C174,A0032,2,9.0
T-03460,2024-12-25,C058,A0033,2,9.0
T-03461,2024-02-20,C275,A0006,3,14.5
T-03462,2024-09-01,C250,A0029,1,850.0
T-03463,2024-07-27,C183,A0033,3,9.0
T-03464,2024-03-26,C214,A0032,2,9.0
T-03465,2024-06-10,C123,A0027,2,26.0
T-03466,2024-11-14,C227,A0032,2,9.0
T-03467,2024-08-28,C029,A0029,1,850.0
T-03468,2024-09-11,C219,A0029,1,850.0
T-03469,2024-07-08,C280,A0032,3,9.0
T-03470,2024-10-11,C178,A0006,1,14.5
T-03471,2024-08-24,C253,A0028,2,22.0
T-03472,2024-10-16,C056,A0003,2,23.0
T-03473,2024-06-12,C205,A0026,2,26.0
T-03474,2024-02-22,C124,A0033,2,9.0
T-03475,2024-11-20,C036,A0030,3,12.0
T-03476,2024-07-04,C092,A0027,3,26.0
T-03477,2024-01-15,C104,A0033,2,9.0
T-03478,2024-10-21,C007,A0002,2,23.0
T-03479,2024-02-15,C147,A0030,2,12.0
T-03480,2024-11-03,C238,A0009,2,155.0
T-03481,2024-10-18,C165,A0033,2,9.0
T-03482,2024-01-04,C114,A0031,3,12.0
T-03483,2024-10-28,C007,A0031,3,12.0
T-03484,2024-09-18,C059,A0024,1,2.5
T-03485,2024-09-10,C223,A0032,1,9.0
T-03486,2024-10-13,C124,A0033,3,9.0
T-03487,2024-11-15,C185,A0006,3,14.5
T-03488,2024-09-27,C198,A0032,3,9.0
T-03489,2024-10-28,C271,A0001,2,23.0
T-03490,2024-09-12,C119,A0012,2,13.5
T-03491,2024-01-15,C231,A0005,1,14.5
T-03492,2024-11-03,C284,A0033,2,9.0
T-03493,2024-03-05,C034,A0022,2,8.5
T-03494,2024-10-03,C279,A0021,3,6.5
T-03495,2024-04-07,C130,A0015,2,19.0
T-03496,2024-03-15,C021,A0032,3,9.0
T-03497,2024-01-01,C263,A0031,2,12.0
T-03498,2024-06-06,C282,A0010,1,13.5
T-03499,2024-02-05,C161,A0031,1,12.0
T-03500,2024-09-21,C124,A0018,1,9.5
T-03501,2024-09-10,C031,A0028,1,22.0
T-03502,2024-11-04,C139,A0031,2,12.0
T-03503,2024-10-04,C180,A0033,3,9.0
T-03504,2024-10-04,C265,A0009,3,155.0
T-03505,2024-10-11,C148,A0032,1,9.0
T-03506,2024-06-01,C245,A0023,1,2.5
T-03507,2024-10-17,C039,A0024,3,2.5
T-03508,2024-01-28,C095,A0025,1,140.0
T-03509,2024-09-16,C144,A0033,1,9.0
T-03510,2024-02-15,C012,A0023,3,2.5
T-03511,2024-02-07,C005,A0032,2,9.0
T-03512,2024-02-23,C188,A0030,1,12.0
T-03513,2024-03-04,C154,A0015,1,19.0
T-03514,2024-08-28,C080,A0031,1,12.0
T-03515,2024-10-13,C026,A0002,1,23.0
T-03516,2024-05-09,C073,A0025,2,140.0
T-03517,2024-07-19,C102,A0031,2,12.0
T-03518,2024-08-19,C033,A0031,3,12.0
T-03519,2024-02-11,C296,A0003,3,23.0
T-03520,2024-12-13,C132,A0030,1,12.0
T-03521,2024-06-09,C131,A0025,1,140.0
T-03522,2024-10-28,C212,A0003,3,23.0
T-03523,2024-04-24,C112,A0031,3,12.0
T-03524,2024-04-08,C076,A0032,3,9.0
T-03525,2024-06-08,C097,A0028,3,22.0
T-03526,2024-06-28,C085,A0030,1,12.0
T-03527,2024-10-02,C156,A0002,1,23.0
T-03528,2024-08-06,C074,A0030,2,12.0
T-03529,2024-09-24,C068,A0033,1,9.0
T-03530,2024-05-01,C132,A0031,2,12.0
T-03531,2024-09-08,C097,A0026,2,26.0
T-03532,2024-02-04,C246,A0009,2,155.0
T-03533,2024-07-08,C287,A0026,1,26.0
T-03534,2024-12-12,C039,A0010,2,13.5
T-03535,2024-04-20,C160,A0022,2,8.5
T-03536,2024-02-07,C144,A0033,3,9.0
T-03537,2024-07-19,C133,A0029,3,850.0
T-03538,2024-09-24,C045,A0025,3,140.0
T-03539,2024-07-04,C270,A0015,1,19.0
T-03540,2024-06-07,C258,A0032,2,9.0
T-03541,2024-10-27,C142,A0025,2,140.0
T-03542,2024-01-09,C212,A0001,1,23.0
T-03543,2024-12-11,C244,A0031,2,12.0
T-03544,2024-03-28,C126,A0022,3,8.5
T-03545,2024-09-05,C115,A0027,2,26.0
T-03546,2024-12-26,C151,A0033,3,9.0
T-03547,2024-05-18,C020,A0031,3,12.0
T-03548,2024-08-14,C197,A0016,1,19.0
T-03549,2024-10-07,C020,A0001,3,23.0
T-03550,2024-07-08,C150,A0023,2,2.5
T-03551,2024-10-01,C223,A0002,1,23.0
T-03552,2024-11-14,C237,A0004,1,14.5
T-03553,2024-07-09,C001,A0017,2,9.5
T-03554,2024-02-15,C254,A0032,1,9.0
T-03555,2024-08-25,C175,A0030,1,12.0
T-03556,2024-08-03,C214,A0033,1,9.0
T-03557,2024-01-15,C156,A0001,1,23.0
T-03558,2024-01-04,C259,A0008,1,155.0
T-03559,2024-04-21,C055,A0021,2,6.5
T-03560,2024-07-07,C179,A0028,3,22.0
T-03561,2024-02-04,C154,A0032,3,9.0
T-03562,2024-11-16,C261,A0012,1,13.5
T-03563,2024-02-16,C049,A0006,3,14.5
T-03564,2024-05-04,C143,A0021,3,6.5
T-03565,2024-12-01,C008,A0007,1,9.0
T-03566,2024-04-19,C034,A0019,2,190.0
T-03567,2024-01-01,C241,A0002,1,23.0
T-03568,2024-09-04,C292,A0031,2,12.0
T-03569,2024-06-22,C175,A0030,3,12.0
T-03570,2024-01-13,C181,A0031,2,12.0
T-03571,2024-06-16,C169,A0033,3,9.0
T-03572,2024-09-10,C030,A0021,1,6.5
T-03573,2024-09-26,C042,A0026,2,26.0
T-03574,2024-07-06,C199,A0029,3,850.0
T-03575,2024-10-10,C117,A0006,3,14.5
T-03576,2024-02-11,C094,A0006,2,14.5
T-03577,2024-12-27,C145,A0004,1,14.5
T-03578,2024-12-17,C266,A0015,2,19.0
T-03579,2024-08-12,C149,A0033,2,9.0
T-03580,2024-06-09,C217,A0031,3,12.0
T-03581,2024-07-19,C113,A0027,3,26.0
T-03582,2024-09-10,C092,A0026,1,26.0
T-03583,2024-01-04,C221,A0007,3,9.0
T-03584,2024-06-10,C148,A0032,2,9.0
T-03585,2024-11-26,C045,A0024,1,2.5
T-03586,2024-05-17,C228,A0014,3,32.0
T-03587,2024-10-27,C102,A0030,1,12.0
T-03588,2024-08-22,C058,A0032,1,9.0
T-03589,2024-08-07,C034,A0031,1,12.0
T-03590,2024-08-01,C199,A0029,3,850.0
T-03591,2024-05-15,C203,A0022,3,8.5
T-03592,2024-05-28,C263,A0031,2,12.0
T-03593,2024-09-27,C179,A0026,3,26.0
T-03594,2024-09-24,C134,A0028,1,22.0
T-03595,2024-06-04,C197,A0028,2,22.0
T-03596,2024-10-14,C230,A0010,2,13.5
T-03597,2024-09-25,C112,A0031,3,12.0
T-03598,2024-11-26,C162,A0006,2,14.5
T-03599,2024-11-15,C043,A0019,3,190.0
T-03600,2024-07-03,C185,A0026,2,26.0
T-03601,2024-07-08,C016,A0028,1,22.0
T-03602,2024-01-14,C103,A0030,2,12.0
T-03603,2024-10-05,C188,A0021,2,6.5
T-03604,2024-06-26,C205,A0022,2,8.5
T-03605,2024-10-02,C238,A0003,3,23.0
T-03606,2024-08-27,C097,A0028,3,22.0
T-03607,2024-01-10,C119,A0033,2,9.0
T-03608,2024-10-12,C247,A0001,3,23.0
T-03609,2024-01-16,C074,A0030,1,12.0
T-03610,2024-05-15,C245,A0022,1,8.5
T-03611,2024-08-24,C073,A0019,3,190.0
T-03612,2024-08-09,C114,A0030,1,12.0
T-03613,2024-01-20,C115,A0033,3,9.0
T-03614,2024-12-13,C117,A0006,2,14.5
T-03615,2024-10-06,C060,A0001,1,23.0
T-03616,2024-10-16,C164,A0032,1,9.0
T-03617,2024-08-21,C250,A0028,2,22.0
T-03618,2024-07-26,C099,A0014,1,32.0
T-03619,2024-04-17,C134,A0024,1,2.5
T-03620,2024-10-25,C150,A0032,3,9.0
T-03621,2024-07-17,C283,A0029,2,850.0
T-03622,2024-08-12,C224,A0032,1,9.0
T-03623,2024-07-19,C018,A0032,1,9.0
T-03624,2024-10-16,C166,A0017,3,9.5
T-03625,2024-02-07,C012,A0032,2,9.0
T-03626,2024-08-03,C260,A0032,1,9.0
T-03627,2024-03-22,C010,A0030,2,12.0
T-03628,2024-10-17,C300,A0008,2,155.0
T-03629,2024-10-02,C234,A0021,2,6.5
T-03630,2024-05-03,C289,A0031,3,12.0
T-03631,2024-12-18,C235,A0001,1,23.0
T-03632,2024-12-02,C202,A0004,3,14.5
T-03633,2024-09-25,C164,A0028,1,22.0
T-03634,2024-04-07,C270,A0019,1,190.0
T-03635,2024-01-08,C263,A0030,2,12.0
T-03636,2024-02-27,C145,A0002,2,23.0
T-03637,2024-10-21,C046,A0006,1,14.5
T-03638,2024-06-14,C003,A0030,3,12.0
T-03639,2024-07-11,C150,A0033,1,9.0
T-03640,2024-07-11,C283,A0028,2,22.0
T-03641,2024-12-10,C037,A0002,3,23.0
T-03642,2024-04-20,C182,A0030,3,12.0
T-03643,2024-12-10,C033,A0030,2,12.0
T-03644,2024-04-28,C111,A0018,2,9.5
T-03645,2024-08-17,C266,A0018,2,9.5
T-03646,2024-02-26,C248,A0018,2,9.5
T-03647,2024-11-03,C293,A0030,3,12.0
T-03648,2024-02-27,C297,A0022,3,8.5
T-03649,2024-01-07,C266,A0014,2,32.0
T-03650,2024-08-03,C192,A0014,2,32.0
T-03651,2024-09-06,C011,A0033,1,9.0
T-03652,2024-07-07,C284,A0032,2,9.0
T-03653,2024-05-26,C078,A0015,3,19.0
T-03654,2024-03-06,C151,A0033,3,9.0
T-03655,2024-09-23,C155,A0033,3,9.0
T-03656,2024-06-18,C155,A0032,1,9.0
T-03657,2024-03-17,C131,A0023,3,2.5
T-03658,2024-12-05,C057,A0005,3,14.5
T-03659,2024-06-04,C116,A0029,3,850.0
